cliente_id,idade,plano,ciclo,valor_mensal,regiao,canal_aquisicao,nps,data_assinatura,data_cancelamento,data_ultimo_acesso,data_extracao,dias_ativos_ult_mes,horas_assistidas_total,motivo_cancelamento,churn
2514,46,Premium,Mensal,5590,Norte,instagram,9,2022-07-27,,2024-01-04,2024-01-31,8,240.2,,0
1289,21,Padrão,Mensal,34.9,Nordeste,instagram,2,2022-05-28,,2024-01-12,2024-01-31,11,324.5,,0
2271,31,Basico,Mensal,19.9,Sudeste,indicação,8,2022-06-26,,2024-01-15,2024-01-31,12,395.4,,0
3614,25,Basico,Mensal,19.9,Nordeste,Indicacao,1,2023-03-14,2023-09-20,2023-09-13,2024-01-31,3,70,Falta de tempo,1
4750,36,padrão,Mensal,34.9,Sul,Organico,5,2022-06-22,2023-07-21,2023-06-12,2024-01-31,4,162.2,Pouco conteúdo novo,1
5674,18,padrão,Mensal,34.9,Sudeste,orgânico,8,2022-06-07,2023-07-18,2023-06-18,2024-01-31,3,136.5,Preço,1
4178,24,BASICO,Mensal,19.9,?,orgânico,6,2023-09-23,2024-01-07,2023-12-21,2024-01-31,3,20,preco,1
5696,40,básico,Mensal,19.9,Centro-Oeste,Organico,4,2022-11-21,2023-07-22,2023-07-05,2024-01-31,4,96.6,Preço,1
1297,40,padrão,Anual,34.9,Centro-Oeste,google,10,2021-07-18,,2024-01-27,2024-01-31,13,762.3,,0
2917,49,BASICO,Mensal,19.9,?,indicação,6,2023-10-09,,2024-01-13,2024-01-31,12,65.5,,0
4702,40,Basico,Mensal,19.9,Sudeste,Organico,10,2021-12-21,,2024-01-02,2024-01-31,15,779.4,,0
2319,45,básico,Mensal,19.9,?,Organico,10,2023-04-26,,2024-01-17,2024-01-31,15,239.7,,0
4892,42,premium,Anual,55.9,Sudeste,Organico,8,2022-12-19,,2024-01-27,2024-01-31,18,523.8,,0
4429,35,BASICO,Anual,1990,Sul,instagram,1,2023-05-27,2023-11-08,2023-10-17,2024-01-31,2,31.9,Pouco conteúdo novo,1
1703,34,Padrão,Mensal,34.9,Sudeste,Organico,6,2022-03-27,,2024-01-28,2024-01-31,13,526.7,,0
2634,34,padrão,Anual,34.9,Sudeste,orgânico,9,2021-06-12,,2024-01-02,2024-01-31,18,862.4,,0
3845,18,Padrão,Mensal,3490,Sudeste,Indicacao,7,2022-11-16,,2024-01-14,2024-01-31,10,211.6,,0
4819,26,padrão,Mensal,34.9,Sudeste,Indicacao,7,2023-04-19,,2024-01-14,2024-01-31,28,368,,0
2549,33,Basico,Mensal,19.9,Sudeste,Google,7,2023-09-06,,2024-01-17,2024-01-31,15,123.7,,0
3677,41,BASICO,Anual,19.9,Nordeste,orgânico,6,2022-07-09,,2024-01-26,2024-01-31,18,712.6,,0
4709,18,padrão,Anual,34.9,Nordeste,google,9,2022-10-19,,2024-01-30,2024-01-31,15,359.4,,0
1482,33,Premium,Mensal,55.9,Sul,instagram,9,2023-05-11,,2024-01-03,2024-01-31,25,289.7,,0
5740,41,Premium,Mensal,55.9,Norte,IG,10,2022-03-30,,2024-01-27,2024-01-31,12,485.3,,0
5050,41,básico,Mensal,1990,Nordeste,instagram,10,2022-02-03,,2024-01-27,2024-01-31,18,864.9,,0
1278,37,Padrão,Mensal,34.9,Nordeste,Organico,5,2022-06-08,,2024-01-25,2024-01-31,11,374,,0
5715,36,Basico,Mensal,1990,Norte,IG,4,2022-07-07,2023-11-11,2023-11-07,2024-01-31,4,119.1,problema tecnico,1
5279,18,BASICO,Mensal,1990,Sudeste,Organico,4,2022-12-21,2023-10-13,2023-09-09,2024-01-31,3,83.1,preco,1
2007,43,Premium,Mensal,55.9,Sudeste,Google,6,2022-04-28,,2024-01-18,2024-01-31,12,520.4,,0
3602,18,BASICO,Mensal,19.9,Sudeste,instagram,4,2023-06-01,2023-10-24,2023-09-16,2024-01-31,4,46.6,Concorrente,1
3669,23,Padrão,Mensal,34.9,Sudeste,orgânico,6,2022-03-02,,2024-01-07,2024-01-31,11,563.6,,0
1910,52,Padrao,Mensal,34.9,Centro-Oeste,IG,8,2021-08-23,,2024-01-11,2024-01-31,19,900,,0
4308,30,BASICO,Mensal,19.9,Sul,indicação,6,2023-05-16,2024-01-04,2023-12-08,2024-01-31,5,65.4,PREÇO,1
3685,36,Premium,Mensal,55.9,Sudeste,Indicacao,8,2022-11-13,,2024-01-17,2024-01-31,10,219.7,,0
5297,21,básico,Mensal,19.9,Sul,Instagram,1,2022-10-28,2023-06-24,2023-05-18,2024-01-31,4,141.5,Pouco conteúdo novo,1
3049,44,BASICO,Mensal,19.9,Nordeste,Indicacao,6,2023-04-04,2023-11-22,2023-11-10,2024-01-31,3,47.3,Problema técnico,1
4609,40,BASICO,Mensal,19.9,Sul,indicação,5,2023-07-29,2024-01-01,2023-12-26,2024-01-31,1,9.6,Pouco conteúdo novo,1
2255,41,Premium,Mensal,55.9,Sudeste,Organico,7,2021-02-02,,2024-01-17,2024-01-31,8,665.4,,0
5458,34,Basico,Mensal,19.9,Nordeste,IG,3,2023-03-20,,2024-01-27,2024-01-31,18,367.2,,0
4461,46,padrão,Anual,34.9,Sudeste,google,7,2023-12-17,,2024-01-25,2024-01-31,11,18.9,,0
1224,27,premium,Mensal,55.9,Centro-Oeste,Instagram,10,2022-09-25,,2024-01-09,2024-01-31,16,484.3,,0
2367,44,Basico,Mensal,19.9,Sudeste,instagram,7,2022-05-07,,2024-01-21,2024-01-31,15,713,,0
5414,45,básico,Mensal,19.9,Nordeste,Indicacao,5,2022-12-16,2023-11-10,2023-10-22,2024-01-31,3,75.4,Falta de tempo,1
5969,18,padrão,Mensal,3490,Sudeste,Instagram,7,2021-12-16,2023-09-18,2023-09-15,2024-01-31,2,105.9,PREÇO,1
4262,46,BASICO,Mensal,19.9,Norte,indicação,4,2023-03-11,2024-01-12,2023-12-26,2024-01-31,3,52.2,Preço,1
2853,35,Padrão,Mensal,34.9,Nordeste,Organico,10,2023-02-22,,2024-01-21,2024-01-31,12,259.9,,0
2283,39,BASICO,Mensal,19.9,Sudeste,Organico,8,2023-10-13,,2024-01-19,2024-01-31,17,112.9,,0
2930,18,BASICO,Mensal,19.9,Nordeste,indicação,7,2023-01-15,,2024-01-16,2024-01-31,13,344.4,,0
4217,65,padrão,Mensal,34.9,Nordeste,instagram,10,2021-11-07,,2024-01-03,2024-01-31,14,650.1,,0
3544,20,Padrao,Anual,34.9,Norte,IG,9,2023-08-15,,2024-01-21,2024-01-31,14,163.7,,0
1081,27,básico,Anual,19.9,Nordeste,Instagram,10,2022-12-26,,2024-01-30,2024-01-31,13,257.4,,0
3604,43,premium,Anual,55.9,Nordeste,Instagram,7,2022-01-03,,2024-01-06,2024-01-31,14,575.8,,0
2028,42,Premium,Anual,55.9,Sudeste,Organico,6,2020-07-17,,2024-01-15,2024-01-31,16,900,,0
4790,27,Basico,Anual,1990,Nordeste,Indicacao,9,2022-08-22,,2024-01-28,2024-01-31,18,679.3,,0
2673,40,BASICO,Mensal,19.9,Sudeste,Organico,7,2023-08-07,2023-12-20,2023-12-12,2024-01-31,4,46.8,preco,1
5316,41,padrão,Anual,34.9,?,Indicacao,9,2023-08-23,,2024-01-07,2024-01-31,6,51.3,,0
5183,36,Padrão,Mensal,34.9,Nordeste,Organico,3,2023-02-11,2023-09-02,2023-08-25,2024-01-31,1,16.3,problema tecnico,1
1106,28,Padrao,Mensal,34.9,Sudeste,orgânico,9,2022-05-23,,2024-01-26,2024-01-31,11,504.9,,0
4960,41,Padrão,Mensal,34.9,Centro-Oeste,IG,8,2022-10-03,,2024-01-30,2024-01-31,9,220.2,,0
5582,40,Basico,Mensal,19.9,Sudeste,google,9,2022-01-05,,2024-01-11,2024-01-31,18,739.3,,0
4553,36,BASICO,Mensal,1990,Nordeste,orgânico,6,2023-02-11,2023-10-29,2023-09-26,2024-01-31,5,109.5,Concorrente,1
3473,52,padrão,Anual,34.9,Nordeste,instagram,10,2023-03-21,,2024-01-24,2024-01-31,9,179.3,,0
4120,22,Basico,Mensal,1990,Sudeste,orgânico,7,2022-10-22,,2024-01-23,2024-01-31,14,452.6,,0
3249,32,padrão,Anual,34.9,Sudeste,google,8,2021-12-07,,2024-01-23,2024-01-31,13,505.5,,0
1359,29,padrão,Mensal,34.9,Sudeste,indicação,7,2022-04-27,,2024-01-24,2024-01-31,8,331.3,,0
3443,43,padrão,Mensal,3490,Sul,IG,3,2022-12-21,2023-08-11,2023-07-13,2024-01-31,3,89.4,Pouco conteúdo novo,1
1169,35,Basico,Anual,19.9,Centro-Oeste,instagram,10,2022-07-03,,2024-01-20,2024-01-31,13,567.1,,0
5047,26,Padrao,Mensal,34.9,Centro-Oeste,Organico,3,2022-11-14,2023-10-09,2023-09-30,2024-01-31,3,70.9,Pouco conteúdo novo,1
2926,36,Padrao,Anual,34.9,Sul,Google,7,2023-07-15,,2024-01-28,2024-01-31,11,119.2,,0
2223,33,Padrao,Mensal,34.9,Sul,indicação,5,2023-09-02,,2024-01-26,2024-01-31,17,175.4,,0
4821,45,Padrao,Anual,34.9,Sul,instagram,10,2023-06-30,,2024-01-31,2024-01-31,10,165.8,,0
5367,32,Basico,Mensal,19.9,Sudeste,indicação,6,2022-08-20,,2024-01-06,2024-01-31,19,495.7,,0
3265,35,Padrao,Mensal,34.9,Centro-Oeste,IG,6,2023-06-03,2023-10-24,2023-09-26,2024-01-31,3,50.7,Pouco conteúdo novo,1
2859,21,Padrao,Mensal,34.9,Sudeste,orgânico,7,2023-02-01,,2024-01-16,2024-01-31,10,254.3,,0
2192,23,Premium,Mensal,55.9,Sul,orgânico,7,2023-01-06,,2024-01-25,2024-01-31,16,442.6,,0
4907,41,Padrao,Anual,34.9,Nordeste,google,8,2024-01-01,,2024-01-11,2024-01-31,14,32.3,,0
3511,33,básico,Mensal,19.9,Sudeste,instagram,2,2023-06-19,2023-12-09,2023-12-02,2024-01-31,2,27.8,Pouco conteúdo novo,1
4103,31,Padrão,Mensal,34.9,Sudeste,orgânico,6,2023-08-11,2023-12-11,2023-11-18,2024-01-31,3,22.9,Concorrente,1
5301,43,Padrao,Mensal,34.9,Nordeste,Instagram,2,2023-07-03,2024-01-08,2023-12-06,2024-01-31,2,25.7,Problema técnico,1
1866,40,Padrao,Mensal,34.9,Sudeste,Organico,7,2022-12-22,,2024-01-23,2024-01-31,17,471.6,,0
4633,50,Basico,Mensal,19.9,Sudeste,indicação,7,2023-11-17,2023-12-31,2023-12-21,2024-01-31,4,16.8,Concorrente,1
3919,52,Basico,Anual,1990,Sudeste,Organico,7,2021-05-10,,2024-01-31,2024-01-31,13,900,,0
1341,25,BASICO,Anual,19.9,Sudeste,Instagram,9,2023-12-10,,2024-01-26,2024-01-31,15,32.7,,0
2143,46,Basico,Anual,19.9,Norte,instagram,9,2023-01-21,,2024-01-30,2024-01-31,11,303.9,,0
5708,24,básico,Mensal,19.9,Sul,orgânico,10,2023-07-27,,2024-01-03,2024-01-31,13,183.8,,0
3243,38,BASICO,Mensal,19.9,Sudeste,indicação,10,2023-06-24,,2024-01-15,2024-01-31,13,202.3,,0
4650,18,BASICO,Mensal,19.9,Centro-Oeste,google,10,2023-04-03,,2024-01-03,2024-01-31,13,239.5,,0
1290,45,Basico,Mensal,19.9,Nordeste,indicação,7,2023-09-24,,2024-01-22,2024-01-31,14,126.9,,0
5107,18,Basico,Mensal,19.9,Sul,Google,10,2023-06-18,,2024-01-10,2024-01-31,12,131.3,,0
5099,37,padrão,Mensal,34.9,Nordeste,Organico,8,2022-08-22,,2024-01-06,2024-01-31,13,434.2,,0
4761,22,Premium,Anual,55.9,Sudeste,Organico,9,2022-02-13,,,2024-01-31,20,858.9,,0
4070,40,BASICO,Mensal,19.9,Sudeste,Indicacao,6,2023-10-31,,2024-01-06,2024-01-31,14,82.3,,0
3076,37,Padrao,Mensal,34.9,Sudeste,IG,7,2020-03-01,,2024-01-04,2024-01-31,19,900,,0
4510,18,BASICO,Mensal,19.9,Sudeste,IG,4,2023-07-15,2023-12-03,2023-11-21,2024-01-31,5,62.9,Problema técnico,1
4986,32,Padrao,Mensal,34.9,Sul,IG,9,2023-10-16,,2024-01-05,2024-01-31,16,71.5,,0
1600,42,BASICO,Mensal,19.9,?,IG,3,2023-04-03,2023-11-18,2023-10-20,2024-01-31,1,18.3,Pouco conteúdo novo,1
4644,28,Padrão,Mensal,34.9,Sul,IG,3,2023-05-30,2023-12-04,2023-11-13,2024-01-31,0,0,Outro,1
3622,50,BASICO,Anual,19.9,Sudeste,instagram,4,2023-05-17,2024-01-22,2024-01-18,2024-01-31,4,75.7,Falta de tempo,1
2331,50,Premium,Anual,5590,Centro-Oeste,instagram,4,2022-10-18,,2024-01-12,2024-01-31,12,341.6,,0
1393,18,Basico,Mensal,1990,Centro-Oeste,IG,10,2023-04-02,,2024-01-26,2024-01-31,17,387,,0
4725,34,Padrão,Mensal,34.9,Sudeste,Indicacao,6,2023-06-13,2023-11-05,2023-10-27,2024-01-31,1,10.5,Preço,1
1765,49,Basico,Mensal,19.9,Nordeste,orgânico,5,2023-09-28,,2024-01-21,2024-01-31,17,98.7,,0
3679,42,premium,Mensal,5590,Sul,IG,10,2023-03-25,,2024-01-27,2024-01-31,17,342.4,,0
5491,59,premium,Mensal,55.9,Sul,Organico,9,2023-07-15,,2024-01-27,2024-01-31,16,185.3,,0
1688,18,básico,Mensal,19.9,Nordeste,Instagram,2,2023-01-16,,2024-01-04,2024-01-31,17,482.7,,0
3956,43,BASICO,Mensal,19.9,Sudeste,Instagram,3,2022-09-25,,2024-01-16,2024-01-31,9,322.6,,0
3157,21,BASICO,Mensal,19.9,Sul,orgânico,2,2023-05-19,2024-01-14,2023-12-06,2024-01-31,3,56.7,Falta de tempo,1
2402,44,BASICO,Mensal,1990,Norte,Instagram,5,2022-12-30,2023-11-11,2023-11-06,2024-01-31,5,151,PREÇO,1
3916,36,padrão,Mensal,34.9,Sudeste,Google,5,2019-03-16,,2024-01-10,2024-01-31,14,900,,0
3160,24,Premium,Anual,55.9,Centro-Oeste,indicação,5,2022-10-21,,2024-01-09,2024-01-31,13,324.9,,0
4261,44,padrão,Mensal,34.9,Sudeste,Organico,7,2023-07-01,2023-10-29,2023-10-18,2024-01-31,1,14.8,Preço,1
4281,24,Padrao,Mensal,34.9,Sudeste,Organico,9,2023-06-12,,2024-01-03,2024-01-31,15,228.8,,0
1204,31,Basico,Mensal,19.9,Nordeste,Organico,10,2023-07-10,,2024-01-26,2024-01-31,14,183.2,,0
3348,37,Padrao,Mensal,34.9,Sudeste,Instagram,5,2020-08-07,,2024-01-25,2024-01-31,7,676.6,,0
3720,34,Padrão,Mensal,34.9,Nordeste,Indicacao,7,2022-10-26,,2024-01-15,2024-01-31,10,273.3,,0
5961,37,Premium,Mensal,55.9,Sudeste,Indicacao,9,2022-09-21,,2024-01-15,2024-01-31,11,330.9,,0
5286,34,Padrão,Anual,34.9,Sudeste,Indicacao,4,2023-11-06,,2024-01-31,2024-01-31,15,56.8,,0
1699,28,Basico,Mensal,19.9,Nordeste,instagram,8,2022-11-19,,2024-01-19,2024-01-31,12,240.7,,0
4536,64,premium,Mensal,55.9,Sul,Instagram,8,2023-04-23,,2024-01-28,2024-01-31,12,166.3,,0
1886,32,premium,Mensal,55.9,Sul,IG,5,2023-03-04,,2024-01-03,2024-01-31,11,208.9,,0
2873,38,Padrão,Mensal,34.9,Sudeste,indicação,1,2023-06-17,2024-01-09,2023-12-16,2024-01-31,5,66.4,Preço,1
2722,41,BASICO,Anual,19.9,Sudeste,orgânico,5,2023-03-20,,2024-01-04,2024-01-31,12,220.2,,0
2479,58,Basico,Anual,19.9,Sudeste,IG,10,2023-04-27,,2024-01-17,2024-01-31,14,213.9,,0
3555,23,Padrao,Mensal,34.9,Sudeste,orgânico,6,2023-01-06,2023-10-29,2023-10-08,2024-01-31,1,26.4,Concorrente,1
5154,25,premium,Mensal,5590,Centro-Oeste,Organico,6,2022-10-29,,2024-01-18,2024-01-31,12,297,,0
2951,59,BASICO,Anual,19.9,Sudeste,Organico,4,2021-09-30,2022-12-04,2022-10-30,2024-01-31,3,155.9,Problema técnico,1
2337,64,Basico,Mensal,1990,Nordeste,Organico,8,2023-05-10,,2024-01-19,2024-01-31,22,281.5,,0
5722,36,Basico,Mensal,1990,Nordeste,IG,6,2023-08-23,2023-12-15,2023-11-16,2024-01-31,4,47.8,preco,1
2611,33,Premium,Mensal,55.9,Sul,google,8,2023-06-26,,2024-01-03,2024-01-31,14,223.7,,0
2480,37,básico,Mensal,19.9,?,google,6,2023-10-21,2024-01-06,2023-12-09,2024-01-31,2,9.1,Pouco conteúdo novo,1
5936,40,Padrão,Anual,34.9,Nordeste,indicação,9,2023-10-30,,2024-01-22,2024-01-31,13,67.9,,0
4590,22,Padrao,Mensal,34.9,Sudeste,Google,10,2022-12-27,,2024-01-16,2024-01-31,14,309.1,,0
4786,18,BASICO,Anual,19.9,Nordeste,orgânico,10,2023-05-02,,2024-01-18,2024-01-31,20,360.1,,0
1012,19,Premium,Mensal,55.9,Sudeste,orgânico,5,2023-01-09,,2024-01-08,2024-01-31,14,388.7,,0
3579,50,Basico,Mensal,19.9,Norte,google,8,2023-07-04,,2024-01-13,2024-01-31,19,284.4,,0
4749,37,Basico,Mensal,19.9,Centro-Oeste,orgânico,6,2023-07-28,,2024-01-23,2024-01-31,13,161.1,,0
2904,24,padrão,Mensal,34.9,Sudeste,google,6,2023-12-10,,2024-01-08,2024-01-31,10,20,,0
5457,22,Premium,Mensal,55.9,Sul,orgânico,4,2023-04-06,2023-09-19,2023-08-18,2024-01-31,2,42.6,Preço,1
3176,37,premium,Mensal,55.9,Sudeste,instagram,6,2023-09-22,,2024-01-22,2024-01-31,12,77.9,,0
2552,32,BASICO,Mensal,19.9,Nordeste,Organico,7,2023-02-09,,2024-01-13,2024-01-31,7,152.4,,0
3864,34,básico,Mensal,19.9,Sul,Indicacao,6,2022-03-21,,2024-01-03,2024-01-31,13,427.4,,0
5085,36,básico,Mensal,1990,Sudeste,orgânico,4,2023-03-25,2023-09-18,2023-08-19,2024-01-31,3,68.5,problema tecnico,1
1851,57,Basico,Anual,1990,Sul,Google,2,2022-09-21,,2024-01-25,2024-01-31,6,135.6,,0
1792,36,premium,Mensal,55.9,Sudeste,IG,3,2023-10-20,2024-01-19,2024-01-12,2024-01-31,4,21.6,Pouco conteúdo novo,1
2183,25,premium,Mensal,55.9,Sudeste,Indicacao,8,2023-08-02,,2024-01-21,2024-01-31,20,188.1,,0
4090,55,Padrão,Mensal,34.9,?,instagram,7,2023-11-17,,2024-01-29,2024-01-31,11,42.7,,0
2388,58,padrão,Mensal,34.9,Centro-Oeste,Indicacao,8,2023-03-19,,2024-01-19,2024-01-31,9,133.2,,0
1906,50,Basico,Anual,19.9,Sudeste,Instagram,5,2023-07-14,,2024-01-11,2024-01-31,15,173.8,,0
4374,39,básico,Mensal,19.9,Centro-Oeste,Organico,9,2022-12-19,,2024-01-06,2024-01-31,13,304.2,,0
1568,36,Padrão,Anual,34.9,Sudeste,google,10,2022-11-07,,2024-01-11,2024-01-31,7,208.4,,0
4784,29,Basico,Anual,19.9,Sudeste,IG,6,2023-07-23,,2024-01-29,2024-01-31,16,145.8,,0
4785,43,Basico,Mensal,19.9,Sul,instagram,6,2023-02-02,2023-09-21,2023-08-14,2024-01-31,6,120.3,Falta de tempo,1
3490,36,básico,Mensal,19.9,Nordeste,Google,8,2023-01-14,,2024-01-29,2024-01-31,18,380.3,,0
4242,48,Padrao,Mensal,34.9,Norte,Indicacao,10,2023-08-01,,2024-01-21,2024-01-31,19,197.8,,0
3785,46,Basico,Mensal,19.9,Centro-Oeste,IG,9,2020-12-12,,2024-01-18,2024-01-31,13,850.7,,0
5193,41,premium,Mensal,55.9,Sudeste,Indicacao,5,2022-08-28,,2024-01-06,2024-01-31,14,475,,0
5825,39,Padrão,Mensal,34.9,?,Organico,3,2023-06-26,2023-10-23,2023-09-22,2024-01-31,5,71.9,Concorrente,1
3269,39,Basico,Anual,19.9,Centro-Oeste,IG,6,2023-03-18,,2024-01-19,2024-01-31,13,184.7,,0
2893,31,Premium,Mensal,55.9,Sudeste,orgânico,4,2021-12-23,,2024-01-15,2024-01-31,16,792.4,,0
4134,24,Basico,Mensal,1990,Sudeste,Instagram,7,2023-02-18,2023-09-05,2023-08-19,2024-01-31,3,66.8,Pouco conteúdo novo,1
4811,45,premium,Anual,55.9,Nordeste,Google,6,2023-06-03,2024-01-19,2023-12-30,2024-01-31,1,13.4,preco,1
5398,18,Padrao,Mensal,34.9,Sudeste,indicação,3,2023-02-16,2024-01-18,2024-01-14,2024-01-31,2,42.8,Problema técnico,1
1488,31,Padrao,Mensal,34.9,Sul,Indicacao,5,2023-04-15,,2024-01-02,2024-01-31,11,148.6,,0
1257,32,Premium,Anual,55.9,Sudeste,indicação,5,2023-06-10,,2024-01-03,2024-01-31,14,182.7,,0
1744,31,padrão,Mensal,34.9,Sudeste,Organico,6,2023-09-27,2023-12-04,2023-11-18,2024-01-31,1,5.7,Preço,1
1432,25,padrão,Mensal,34.9,Sudeste,IG,8,2023-02-02,,2024-01-03,2024-01-31,12,259.9,,0
1687,27,BASICO,Mensal,19.9,Sudeste,google,5,2023-08-23,,2024-01-26,2024-01-31,12,88.4,,0
4733,44,Premium,Anual,5590,Nordeste,Google,6,2021-07-05,,2024-01-04,2024-01-31,10,705.7,,0
4366,56,padrão,Anual,34.9,Sudeste,Indicacao,7,2023-08-15,,2024-01-18,2024-01-31,12,98.9,,0
3197,36,premium,Mensal,55.9,Sul,orgânico,6,2023-01-01,,2024-01-20,2024-01-31,14,311.9,,0
4501,47,Basico,Mensal,19.9,Centro-Oeste,Indicacao,1,2023-06-23,2023-11-19,2023-10-20,2024-01-31,2,26.3,Concorrente,1
3756,18,premium,Mensal,55.9,Sul,Indicacao,5,2023-02-23,,2024-01-17,2024-01-31,11,219,,0
5751,34,Padrao,Mensal,34.9,Sudeste,instagram,10,2023-04-20,,2024-01-28,2024-01-31,10,186.8,,0
5245,34,Premium,Mensal,55.9,Sul,indicação,8,2022-11-30,,2024-01-06,2024-01-31,15,384.9,,0
3346,30,básico,Mensal,19.9,Nordeste,Organico,7,2023-04-15,2024-01-15,2023-12-14,2024-01-31,2,38.4,Pouco conteúdo novo,1
2774,38,premium,Mensal,55.9,Sudeste,google,10,2023-08-18,,2024-01-16,2024-01-31,10,73.7,,0
4867,48,Basico,Mensal,19.9,Norte,Organico,8,2023-03-20,,2024-01-12,2024-01-31,16,361.8,,0
5863,18,padrão,Mensal,34.9,Nordeste,Indicacao,6,2022-10-02,2023-07-16,2023-07-07,2024-01-31,5,178.1,Pouco conteúdo novo,1
2397,51,premium,Mensal,55.9,Nordeste,indicação,7,2022-10-01,,2024-01-24,2024-01-31,10,296.6,,0
3145,18,básico,Mensal,19.9,Sudeste,IG,10,2023-03-25,,2024-01-20,2024-01-31,14,328,,0
3518,31,Padrão,Mensal,34.9,Nordeste,Organico,3,2022-09-07,2023-12-16,2023-12-11,2024-01-31,2,64.2,Outro,1
3146,40,básico,Mensal,19.9,Sudeste,orgânico,9,2023-06-25,,2024-01-09,2024-01-31,14,215.8,,0
1507,18,Padrao,Mensal,34.9,Norte,Organico,7,2022-01-26,,2024-01-23,2024-01-31,16,628.3,,0
1764,32,padrão,Mensal,34.9,Norte,Indicacao,7,2023-01-19,,2024-01-04,2024-01-31,14,257.9,,0
4265,30,Padrão,Mensal,34.9,Sudeste,Instagram,8,2022-10-02,,2024-01-10,2024-01-31,13,392.3,,0
4311,52,BASICO,Mensal,19.9,Sul,Instagram,3,2023-02-25,2023-08-21,2023-08-03,2024-01-31,3,46.5,Pouco conteúdo novo,1
2770,20,Basico,Mensal,19.9,Sudeste,Organico,3,2023-08-21,2024-01-04,2023-12-06,2024-01-31,2,19.2,Preço,1
5610,27,Basico,Mensal,19.9,Nordeste,orgânico,9,2022-07-26,,,2024-01-31,14,544.3,,0
3734,18,Padrão,Anual,34.9,?,Google,6,2023-04-06,,2024-01-03,2024-01-31,11,249.9,,0
1578,38,premium,Mensal,5590,Centro-Oeste,Google,5,2023-03-22,2024-01-16,2023-12-20,2024-01-31,2,42.7,Pouco conteúdo novo,1
2609,18,Padrao,Mensal,34.9,Sudeste,IG,7,2022-09-18,,2024-01-25,2024-01-31,15,409.1,,0
4587,43,Basico,Mensal,19.9,Sul,Indicacao,6,2021-06-07,2022-12-17,2022-11-26,2024-01-31,1,65.7,Pouco conteúdo novo,1
3079,32,premium,Mensal,55.9,Nordeste,Instagram,6,2021-07-24,,2024-01-04,2024-01-31,17,900,,0
5972,30,Padrão,Mensal,34.9,Nordeste,orgânico,8,2022-05-03,,2024-01-05,2024-01-31,12,544,,0
4350,42,básico,Mensal,19.9,Sul,orgânico,8,2022-09-30,,2024-01-16,2024-01-31,12,334.8,,0
4466,31,premium,Mensal,55.9,Sudeste,google,10,2023-08-07,,2024-01-29,2024-01-31,10,118.4,,0
2798,46,Padrão,Mensal,34.9,?,indicação,10,2022-10-19,,2024-01-10,2024-01-31,12,394.6,,0
5602,30,Padrão,Mensal,34.9,?,Google,6,2023-03-16,,2024-01-24,2024-01-31,14,231.1,,0
5713,24,Premium,Mensal,55.9,Sudeste,indicação,5,2023-02-12,,2024-01-07,2024-01-31,22,370.3,,0
2288,34,padrão,Mensal,34.9,Sudeste,google,6,2023-10-25,,2024-01-10,2024-01-31,13,87,,0
1239,47,Padrão,Anual,34.9,Sudeste,Organico,4,2023-07-25,,2024-01-28,2024-01-31,16,146.3,,0
5135,37,Padrao,Mensal,34.9,Sudeste,Organico,4,2022-03-06,,2024-01-18,2024-01-31,8,350.4,,0
2745,36,Padrão,Mensal,3490,?,IG,1,2023-03-02,2024-01-20,2023-12-21,2024-01-31,2,39,preco,1
5990,29,Padrao,Mensal,34.9,Sudeste,Instagram,8,2022-12-14,,2024-01-23,2024-01-31,18,482.9,,0
2599,18,padrão,Mensal,34.9,Nordeste,Instagram,8,2023-10-25,,2024-01-04,2024-01-31,16,110,,0
4900,18,Premium,Mensal,55.9,Nordeste,indicação,6,2022-03-29,,2024-01-19,2024-01-31,19,798.5,,0
3527,43,padrão,Anual,34.9,Sul,Indicacao,4,2022-10-21,2023-10-15,2023-10-12,2024-01-31,0,0,PREÇO,1
4105,36,Basico,Mensal,19.9,Sul,Indicacao,6,2023-08-14,2024-01-23,,2024-01-31,5,59.4,Pouco conteúdo novo,1
2778,35,Basico,Mensal,19.9,Sudeste,instagram,5,2022-03-20,2023-12-27,2023-12-02,2024-01-31,2,70.2,Pouco conteúdo novo,1
3572,36,Premium,Mensal,55.9,Centro-Oeste,indicação,10,2021-08-08,,2024-01-04,2024-01-31,13,711.6,,0
1903,25,básico,Mensal,19.9,Nordeste,Instagram,10,2022-11-02,,2024-01-13,2024-01-31,14,401.2,,0
2448,18,BASICO,Mensal,19.9,Sudeste,orgânico,7,2023-10-10,,2024-01-27,2024-01-31,18,104.4,,0
2869,51,Padrão,Mensal,34.9,Sul,orgânico,6,2021-04-24,,2024-01-14,2024-01-31,11,689.5,,0
2559,45,padrão,Mensal,34.9,Nordeste,Instagram,9,2022-09-23,,2024-01-24,2024-01-31,16,600.6,,0
1555,32,padrão,Anual,34.9,Sudeste,Google,6,2023-11-13,2024-01-13,2023-12-10,2024-01-31,6,27.6,Concorrente,1
2311,42,Basico,Anual,19.9,Centro-Oeste,Google,5,2023-05-27,,2024-01-30,2024-01-31,13,149.3,,0
1200,48,padrão,Mensal,34.9,Sul,Organico,9,2023-05-01,,2024-01-31,2024-01-31,17,334.1,,0
1803,41,Basico,Mensal,19.9,Sudeste,indicação,2,2022-12-16,2024-01-15,2023-12-16,2024-01-31,2,37.5,Pouco conteúdo novo,1
